orgnr,name,org_form,status,freshness_status,industry_code,industry_description,employee_count,ceo_name,board_chair,revenue,currency,latest_financial_year,last_verified_at
915057276,3E-HOLDING AS,AS,Active / Operating,CURRENT,64.323,Andre egeninvesteringsselskaper,,,,,NOK,,2026-09-14T10:08:28.558790+00:00
917218285,0DIN HOLDING AS,AS,Active / Operating,CURRENT,64.323,Andre egeninvesteringsselskaper,,Anders Odin Djerv Alveng,Anders Odin Djerv Alveng,,NOK,2025,2026-09-14T10:08:11.187421+00:00
914331684,3EID BYGG AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,,,,NOK,,2026-09-14T10:08:28.558790+00:00
926940740,0FRI10 AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,John George Tilley,0.0,NOK,2025,2026-09-14T10:08:11.707425+00:00
933807223,2RVE ENGROS AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:24.631063+00:00
936932444,2 CENTS AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,NOK,,2026-09-14T10:08:20.389579+00:00
930355267,3EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:28.558790+00:00
933741257,2RVE HOLDING AS,AS,Active / Operating,CURRENT,81.210,Rengjøring av bygninger,,,,,NOK,,2026-09-14T10:08:24.631063+00:00
937715838,0FRI101 AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,John George Tilley,John George Tilley,,NOK,,2026-09-14T10:08:11.711429+00:00
934309316,2 EIENDOM AS,AS,Active / Operating,CURRENT,82.200,Telefonvakttjenester og telefonsalg,,,,,NOK,,2026-09-14T10:08:21.209993+00:00
930072508,0GCS AS,AS,Active / Operating,CURRENT,28.130,Produksjon av pumper og kompressorer ellers,,Knut Christian Brinch,Hans Kristian Steensnæs Omenaas,,NOK,2024,2026-09-14T10:08:11.710424+00:00
932865475,2 FRIENDS AS,AS,Active / Operating,CURRENT,56.110,Drift av restauranter,,,,,NOK,,2026-09-14T10:08:21.209993+00:00
992126434,2RZ HOLDING AS,AS,Active / Operating,CURRENT,69.201,Revisjon,,,,,NOK,,2026-09-14T10:08:24.631063+00:00
913811127,3ELEMENT AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,,,,NOK,,2026-09-14T10:08:28.558790+00:00
917041407,2S BYGG AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,,,,NOK,,2026-09-14T10:08:24.631063+00:00
937442092,0X HOLDING AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,Henrik Molter Sommerin,Henrik Molter Sommerin,,NOK,,2026-09-14T10:08:11.711429+00:00
935402298,3ELEMENTUM AS,AS,Active / Operating,CURRENT,16.230,Produksjon av andre bygningsartikler,,,,,NOK,,2026-09-14T10:08:28.559803+00:00
936517072,0LOSS AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,Øyvinn Lossius,,NOK,,2026-09-14T10:08:11.711429+00:00
992408766,2 FRISØRER AS,AS,Active / Operating,CURRENT,96.210,Frisering og barbering,,,,,NOK,,2026-09-14T10:08:21.209993+00:00
937282885,3ESS AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:28.559803+00:00
924534796,2 GODE VENNER AS,AS,Active / Operating,CURRENT,56.300,Drift av barer,,,,,NOK,,2026-09-14T10:08:21.209993+00:00
921373449,2S IT AS,AS,Active / Operating,CURRENT,62.100,Dataprogrammeringstjenester,,,,,NOK,,2026-09-14T10:08:24.631063+00:00
920464963,0XHOLDING AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,Jon Julius Eide Johnsen,15000.0,NOK,2025,2026-09-14T10:08:12.042059+00:00
926706543,2 HJUL INVEST AS,AS,Active / Operating,CURRENT,47.830,Detaljhandel med motorsykler og tilhørende deler og utstyr,,,,,NOK,,2026-09-14T10:08:21.210991+00:00
989434667,3ESS KONSULENTSELSKAP AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,NOK,,2026-09-14T10:08:28.559803+00:00
954718115,1 2 3  SIVILARKITEKTER AS,AS,Active / Operating,CURRENT,71.110,Arkitektvirksomhet,,Arild Eikaas,Arild Eikaas,1071808.0,NOK,2025,2026-09-14T10:08:12.047245+00:00
923703330,2 HJUL SERVICE AS,AS,Active / Operating,CURRENT,95.320,Reparasjon og vedlikehold av motorsykler,,,,,NOK,,2026-09-14T10:08:21.210991+00:00
917418624,2S TILLER & NÆSS MALERSERVICE - JOMFRUSLETTFJELL HYTTESERVICE AS,AS,Active / Operating,CURRENT,43.340,Maler- og glassarbeid,,,,,NOK,,2026-09-14T10:08:24.632062+00:00
991516891,1 2 3 LØFT AS,AS,Active / Operating,CURRENT,49.410,Godstransport på vei,,Oddbjørn Øvrebø,Oddbjørn Øvrebø,,NOK,2025,2026-09-14T10:08:12.049766+00:00
916451407,2 HOLDING AS,AS,In Liquidation,CURRENT,64.323,Andre egeninvesteringsselskaper,,,,,NOK,,2026-09-14T10:08:21.210991+00:00
936040039,2S7 ENT AS,AS,Active / Operating,CURRENT,90.201,Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk,,,,,NOK,,2026-09-14T10:08:24.632062+00:00
995098598,3ETAGE AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:28.559803+00:00
989571702,3ET MANAGEMENT AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:28.559803+00:00
918085726,1 BUDDY HOLDING AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,Frode Fiane,,NOK,2025,2026-09-14T10:08:12.049766+00:00
930378305,2 INVEST AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:21.210991+00:00
927062003,2SMART INVEST AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:24.632062+00:00
887841012,3F BRANNVERN AS,AS,Active / Operating,CURRENT,46.640,Engroshandel med maskiner og utstyr ellers,,,,,NOK,,2026-09-14T10:08:28.559803+00:00
933302679,2SPECIAL AS,AS,Active / Operating,CURRENT,47.780,Annen detaljhandel med andre nye varer,,,,,NOK,,2026-09-14T10:08:24.632062+00:00
933034887,1 BYGG AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,Lillian Thoresen,0.0,NOK,2025,2026-09-14T10:08:12.049766+00:00
998735068,3F EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:28.560800+00:00
919331720,2 LIVE AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,NOK,,2026-09-14T10:08:21.212006+00:00
935373832,2SST STAVANGER AS,AS,Active / Operating,CURRENT,49.410,Godstransport på vei,,,,,NOK,,2026-09-14T10:08:24.632062+00:00
996711803,3F HOLDING AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,,,,NOK,,2026-09-14T10:08:28.560800+00:00
916318855,1 EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,Vegar Hauk,1262712.0,NOK,2025,2026-09-14T10:08:12.334165+00:00
826925922,2 M HOLDING AS,AS,Active / Operating,CURRENT,43.990,Annen spesialisert bygge- og anleggsvirksomhet ikke nevnt annet sted,,,,,NOK,,2026-09-14T10:08:21.212006+00:00
930340731,3FAS AS,AS,Active / Operating,CURRENT,71.129,Annen teknisk konsulentvirksomhet,,,,,NOK,,2026-09-14T10:08:28.560800+00:00
924469013,2 MALERE AS,AS,Active / Operating,CURRENT,43.340,Maler- og glassarbeid,,,,,NOK,,2026-09-14T10:08:21.212006+00:00
925397644,1 ELEKTRIKER AS,AS,Active / Operating,CURRENT,43.210,Elektrisk installasjonsarbeid,,,Jon Ragnar Jensen,381720.0,NOK,2025,2026-09-14T10:08:12.334165+00:00
933114589,2STERKE AS,AS,Active / Operating,CURRENT,43.120,Grunnarbeid,,,,,NOK,,2026-09-14T10:08:25.219220+00:00
934809173,3FAS ELEKTRO AS,AS,Active / Operating,CURRENT,43.210,Elektrisk installasjonsarbeid,,,,,NOK,,2026-09-14T10:08:28.560800+00:00
916573715,1 ETG LEIRVOLLEN 1A AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,Wenjuan Zhai,624730.0,NOK,2025,2026-09-14T10:08:12.334165+00:00
937086709,3FJELL AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:28.560800+00:00
935967414,1 GLAD AS,AS,Active / Operating,CURRENT,56.110,Drift av restauranter,,Sverre Glad Haug,Sverre Glad Haug,0.0,NOK,2025,2026-09-14T10:08:12.335165+00:00
992684844,2T HOLDING AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:25.219220+00:00
932250020,2 ME INVEST AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:21.212006+00:00
992472545,3G EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:28.560800+00:00
921260717,2 MINUTTER FOR HOLDING AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,,,,NOK,,2026-09-14T10:08:21.212006+00:00
933901491,2T INVEST AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:25.220218+00:00
926551892,3G HOLDING AS,AS,Active / Operating,CURRENT,72.100,Forskning og eksperimentell utvikling innenfor naturvitenskap og teknikk,,,,,NOK,,2026-09-14T10:08:28.560800+00:00
924534206,1 INVEST AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,Martin Rasmussen,,NOK,2025,2026-09-14T10:08:12.575527+00:00
938069352,2 NORDIC GROUP AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:21.213521+00:00
836957512,3G HOLMEFJORD AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:28.561799+00:00
998597609,1 KLIKK AS,AS,Active / Operating,CURRENT,46.340,Engroshandel med drikkevarer,,Leif Egil Nilsen,Stig Ketil Lunde,,NOK,2025,2026-09-14T10:08:12.576571+00:00
912716457,2 PLAY AS,AS,In Bankruptcy,CURRENT,47.640,Detaljhandel med spill og leker,,,,,NOK,,2026-09-14T10:08:21.213521+00:00
934349148,2T4 BYGG AS,AS,In Bankruptcy,CURRENT,41.000,Oppføring av bygninger,,,,,NOK,,2026-09-14T10:08:25.220218+00:00
995523132,3G UTVIKLING AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:28.561799+00:00
932750279,1 NYGÅRD AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,Endre Nygård,0.0,NOK,2025,2026-09-14T10:08:12.576571+00:00
919097914,2 PONDER EL AS,AS,Active / Operating,CURRENT,43.210,Elektrisk installasjonsarbeid,,,,,NOK,,2026-09-14T10:08:21.213521+00:00
832124192,3GB EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:28.561799+00:00
914085292,2 ROM OG KJØKKEN AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,,,,NOK,,2026-09-14T10:08:21.214066+00:00
919871431,2TAL EIENDOMMER AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:25.221218+00:00
934168011,3GJW AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,,,,NOK,,2026-09-14T10:08:28.561799+00:00
913662814,2 SA1X AS,AS,Active / Operating,CURRENT,68.120,Utvikling og salg av byggeprosjekter,,,,,NOK,,2026-09-14T10:08:21.214066+00:00
918745416,3GULV AS,AS,Active / Operating,CURRENT,43.330,Gulvlegging og tapetsering,,,,,NOK,,2026-09-14T10:08:28.561799+00:00
913646533,1 SAX AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,Jan-Erik Garen,70843.0,NOK,2025,2026-09-14T10:08:12.817399+00:00
989348809,2 SAKSER AS,AS,Active / Operating,CURRENT,96.210,Frisering og barbering,,,,,NOK,,2026-09-14T10:08:21.214066+00:00
998404967,3GULV SPESIALISTEN AS,AS,Active / Operating,CURRENT,43.330,Gulvlegging og tapetsering,,,,,NOK,,2026-09-14T10:08:29.151489+00:00
813646552,1 SBX AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,Børge Einar Skogvoll,126100.0,NOK,2025,2026-09-14T10:08:12.817399+00:00
930278173,2 SETER HOLDING AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:21.215077+00:00
821469422,2TAURUS AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,NOK,,2026-09-14T10:08:25.221218+00:00
837628202,3H BYGG TJENESTER AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,,,,NOK,,2026-09-14T10:08:29.151489+00:00
914466946,1 SKRITT FORAN AS,AS,Active / Operating,CURRENT,85.597,Annen undervisning ellers,,Henning Eriksen,Henning Eriksen,932316.0,NOK,2025,2026-09-14T10:08:12.820914+00:00
888973192,2 SIKRE AS,AS,Active / Operating,CURRENT,71.129,Annen teknisk konsulentvirksomhet,,,,,NOK,,2026-09-14T10:08:21.215077+00:00
988931187,2TEA AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:25.221218+00:00
925012890,3H CONSULTING & INVESTMENT AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,NOK,,2026-09-14T10:08:29.151489+00:00
920641172,1 TIME AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,Jon-Terje Lepsøy,Jon-Terje Lepsøy,,NOK,2025,2026-09-14T10:08:12.817399+00:00
992357010,2 SNØMENN AS,AS,Active / Operating,CURRENT,43.222,"Kuldeanlegg-, varmepumpearbeid og installasjon av peiser",,,,,NOK,,2026-09-14T10:08:21.215077+00:00
914512832,2TEC AS,AS,Active / Operating,CURRENT,25.530,Bearbeiding av metaller,,,,,NOK,,2026-09-14T10:08:25.221218+00:00
990317216,3H EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.151489+00:00
935751837,1 ØRE AS,AS,Active / Operating,CURRENT,47.790,Detaljhandel med brukte varer,,Jonas Fredrik Roland Andersson,Jonas Fredrik Roland Andersson,146481.0,NOK,2025,2026-09-14T10:08:13.047853+00:00
912590178,2 SOLER AS,AS,Active / Operating,CURRENT,47.520,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,NOK,,2026-09-14T10:08:21.215077+00:00
915454690,2TEM AS,AS,Active / Operating,CURRENT,64.323,Andre egeninvesteringsselskaper,,,,,NOK,,2026-09-14T10:08:25.222224+00:00
935297362,3H GROUP AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.151489+00:00
930819956,1-2-3 BYGG OG MONTASJESERVICE AS,AS,Active / Operating,CURRENT,43.320,Snekkerarbeid,,Ola Andreas Jönsson,Ola Andreas Jönsson,20066.0,NOK,2025,2026-09-14T10:08:13.051849+00:00
936855814,2 STRØK AS,AS,Active / Operating,CURRENT,43.330,Gulvlegging og tapetsering,,,,,NOK,,2026-09-14T10:08:21.215077+00:00
989106651,2TEX AS,AS,Active / Operating,CURRENT,64.323,Andre egeninvesteringsselskaper,,,,,NOK,,2026-09-14T10:08:25.222224+00:00
988899194,3H HOLDING AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.152484+00:00
999413706,1-2-3 BYGG VEST AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,Vaidas Vaicas,Jurgita Vaiciene,993760.0,NOK,2025,2026-09-14T10:08:13.061897+00:00
911712490,2 TOMM 4 AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,,,,NOK,,2026-09-14T10:08:21.215077+00:00
934630122,2TG EVENT AS,AS,Active / Operating,CURRENT,47.120,Detaljhandel med bredt vareutvalg ellers,,,,,NOK,,2026-09-14T10:08:25.222224+00:00
928248674,3H INDUSTRIER AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:29.152484+00:00
992632828,1-2-3 OPPLÆRING AS,AS,Active / Operating,CURRENT,85.531,Undervisning ved godkjente trafikkskoler,,Merete Skjold,Merete Skjold,9549307.0,NOK,2025,2026-09-14T10:08:13.063404+00:00
916052553,2 UNDER PAR AS,AS,Active / Operating,CURRENT,47.631,Detaljhandel med sportsvarer,,,,,NOK,,2026-09-14T10:08:21.216086+00:00
925703427,2THOM AS,AS,Active / Operating,CURRENT,68.120,Utvikling og salg av byggeprosjekter,,,,,NOK,,2026-09-14T10:08:25.222224+00:00
924300019,3HNM AS,AS,Active / Operating,CURRENT,43.340,Maler- og glassarbeid,,,,,NOK,,2026-09-14T10:08:29.152484+00:00
938210888,1-2-TRE AS,AS,Active / Operating,CURRENT,43.320,Snekkerarbeid,,Benjamin Che,Benjamin Che,388299.0,NOK,2025,2026-09-14T10:08:13.064412+00:00
922231184,2 XR HOLDING AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:21.216086+00:00
924435496,2THRIVE AS,AS,Active / Operating,CURRENT,47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,,,,,NOK,,2026-09-14T10:08:25.222737+00:00
998156025,3HUS AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,,,,NOK,,2026-09-14T10:08:29.152484+00:00
927152622,2-4 BYGG AS,AS,Active / Operating,CURRENT,68.120,Utvikling og salg av byggeprosjekter,,,,,NOK,,2026-09-14T10:08:21.216086+00:00
935834090,2VRØSKAFT AS,AS,Active / Operating,CURRENT,71.129,Annen teknisk konsulentvirksomhet,,,,,NOK,,2026-09-14T10:08:25.222737+00:00
919712562,3HUS HOLDING AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,,,,NOK,,2026-09-14T10:08:29.152484+00:00
922767947,2U MOTION AS,AS,Active / Operating,CURRENT,85.510,Undervisning innenfor idrett og rekreasjon,,,,,NOK,,2026-09-14T10:08:25.222737+00:00
888349472,2-BIZ NORWAY AS,AS,Active / Operating,CURRENT,46.420,Engroshandel med klær og skotøy,,,,,NOK,,2026-09-14T10:08:21.217094+00:00
930466093,1-3 MILJØ AS,AS,Active / Operating,CURRENT,46.640,Engroshandel med maskiner og utstyr ellers,,Oddgeir Johnsen,Tor-Jonny Johnsen,66547.0,NOK,2025,2026-09-14T10:08:13.299654+00:00
911634120,2-HAND INTERNATIONAL MACHINERY AND PRODUCTION EQUIPMENT AS,AS,Active / Operating,CURRENT,46.610,Engroshandel med maskiner og utstyr til jordbruk og skogbruk,,,,,NOK,,2026-09-14T10:08:21.217094+00:00
925536792,2VS INVEST AS,AS,Active / Operating,CURRENT,38.110,Innsamling av ikke-farlig avfall,,,,,NOK,,2026-09-14T10:08:25.222737+00:00
934101138,3I KAPITAL AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:29.153486+00:00
917907412,1-VENN AS,AS,Active / Operating,CURRENT,56.110,Drift av restauranter,,Hoang Quoc Thao Nguyen,Van Toan Le,430154.0,NOK,2025,2026-09-14T10:08:13.300649+00:00
999551807,2-VENTURE AS,AS,Active / Operating,CURRENT,71.129,Annen teknisk konsulentvirksomhet,,,,,NOK,,2026-09-14T10:08:21.217094+00:00
924573449,2WB TRADING AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:25.223747+00:00
921380542,3I3NDOM AS,AS,Active / Operating,CURRENT,73.110,Reklamebyråvirksomhet,,,,,NOK,,2026-09-14T10:08:29.153486+00:00
925995711,"1,5 ADVOKATFIRMA AS",AS,Active / Operating,CURRENT,69.100,Juridisk tjenesteyting,,Jens Furuseth Naas-Bibow,Jens Furuseth Naas-Bibow,3278164.0,NOK,2025,2026-09-14T10:08:13.301808+00:00
926962000,2.0 INVEST AS,AS,Active / Operating,CURRENT,73.110,Reklamebyråvirksomhet,,,,,NOK,,2026-09-14T10:08:21.217094+00:00
937573014,3IDE-NORD AS,AS,Active / Operating,CURRENT,71.110,Arkitektvirksomhet,,,,,NOK,,2026-09-14T10:08:29.153486+00:00
832729752,2WEAR AS,AS,In Liquidation,CURRENT,47.710,Detaljhandel med klær,,,,,NOK,,2026-09-14T10:08:25.223747+00:00
928931617,"1,5 FORNYBAR AS",AS,Active / Operating,CURRENT,35.121,Produksjon av elektrisitet fra vannkraft,,Jens Furuseth Naas-Bibow,Jens Furuseth Naas-Bibow,,NOK,2025,2026-09-14T10:08:13.530996+00:00
927876604,2.0 MEDIA AS,AS,Active / Operating,CURRENT,73.110,Reklamebyråvirksomhet,,,,,NOK,,2026-09-14T10:08:21.217094+00:00
913362500,2X4 BYGG AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,,,,NOK,,2026-09-14T10:08:25.223747+00:00
929395239,3INTERIØR AS,AS,Active / Operating,CURRENT,47.559,Detaljhandel med innredningsartikler ikke nevnt annet sted,,,,,NOK,,2026-09-14T10:08:29.153486+00:00
990728186,"1,5 HOLDING AS",AS,Active / Operating,CURRENT,02.200,Avvirkning,,,Jens Furuseth Naas-Bibow,0.0,NOK,2025,2026-09-14T10:08:13.532011+00:00
920679102,2XH CONSULTING AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,NOK,,2026-09-14T10:08:25.223747+00:00
830496882,2.EDITION AS,AS,Active / Operating,CURRENT,73.110,Reklamebyråvirksomhet,,,,,NOK,,2026-09-14T10:08:21.218101+00:00
932762595,2XA SOLUTIONS AS,AS,Active / Operating,CURRENT,49.410,Godstransport på vei,,,,,NOK,,2026-09-14T10:08:25.223747+00:00
929522710,3ISO AS,AS,Active / Operating,CURRENT,43.230,Installasjon av isoleringsmateriale,,,,,NOK,,2026-09-14T10:08:29.153994+00:00
990727333,"1,5 INVEST AS",AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,Jens Furuseth Naas-Bibow,360000.0,NOK,2025,2026-09-14T10:08:13.538070+00:00
937027796,2.ETG AS,AS,Active / Operating,CURRENT,56.300,Drift av barer,,,,,NOK,,2026-09-14T10:08:21.218101+00:00
924605928,3J CONSULTING AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,NOK,,2026-09-14T10:08:29.153994+00:00
936608612,1. ETASJE AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,Erlend Sevaldson Moe,Erlend Sevaldson Moe,0.0,NOK,2025,2026-09-14T10:08:13.539069+00:00
928644278,20 DEGREES HOLDING AS,AS,Active / Operating,CURRENT,62.100,Dataprogrammeringstjenester,,,,,NOK,,2026-09-14T10:08:21.218101+00:00
926034936,2XH.NO AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:25.223747+00:00
925183628,3J HOLDING AS,AS,Active / Operating,CURRENT,43.223,Ventilasjonsarbeid,,,,,NOK,,2026-09-14T10:08:29.153994+00:00
916353790,1.618 GROUP AS,AS,Active / Operating,CURRENT,86.993,Andre helsetjenester ellers,,,Elena Aristoff,684200.0,NOK,2025,2026-09-14T10:08:13.539069+00:00
923467165,20/20 PICTURES AS,AS,Active / Operating,CURRENT,59.110,"Produksjon av film, video og fjernsynsprogrammer",,,,,NOK,,2026-09-14T10:08:21.218101+00:00
916884400,2XHOLEN CONSULTING AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,NOK,,2026-09-14T10:08:25.223747+00:00
989894188,3J INVEST AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,NOK,,2026-09-14T10:08:29.153994+00:00
928654702,1.618 MEDICA AS,AS,Active / Operating,CURRENT,86.210,Allmennlegetjenester,,,Michael Sovershaev,1079510.0,NOK,2025,2026-09-14T10:08:13.769861+00:00
934445724,2001 VENTURES AS,AS,Active / Operating,CURRENT,62.100,Dataprogrammeringstjenester,,,,,NOK,,2026-09-14T10:08:21.219101+00:00
915382460,2XM INVEST AS,AS,Active / Operating,CURRENT,93.130,Treningssentervirksomhet,,,,,NOK,,2026-09-14T10:08:25.223747+00:00
938103836,3J UTVIKLING AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,,,,NOK,,2026-09-14T10:08:29.154498+00:00
999142389,1'ST VISUALS AS,AS,Active / Operating,CURRENT,74.120,Grafisk design og visuell kommunikasjonsdesign,,,Petter Horneland,77500.0,NOK,2025,2026-09-14T10:08:15.068653+00:00
832240842,2011 HOLDING AS,AS,Active / Operating,CURRENT,43.210,Elektrisk installasjonsarbeid,,,,,NOK,,2026-09-14T10:08:21.219101+00:00
937198728,2XMEA HOLDING AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:25.223747+00:00
917033242,3K BYGG AS,AS,Active / Operating,CURRENT,71.121,Byggeteknisk konsulentvirksomhet,,,,,NOK,,2026-09-14T10:08:29.154498+00:00
830006672,1% FESTENYTT AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,Trygve Valeur Botnen,0.0,NOK,2025,2026-09-14T10:08:15.063650+00:00
911797992,2013 CONSULTING AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,NOK,,2026-09-14T10:08:21.219101+00:00
925611719,2XML AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:25.224757+00:00
919828803,3K EIENDOM NORGE AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.154498+00:00
999292364,1+1 ARCHITECTS AS,AS,Active / Operating,CURRENT,71.110,Arkitektvirksomhet,,Henriette Schumann-Andersen,Camilla Schumann-Andersen,,NOK,2025,2026-09-14T10:08:15.064679+00:00
915919936,2015 EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:21.220100+00:00
928604918,2XP GAMES AS,AS,Active / Operating,CURRENT,62.100,Dataprogrammeringstjenester,,,,,NOK,,2026-09-14T10:08:25.224757+00:00
989127918,3K HOLDING AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,,,,NOK,,2026-09-14T10:08:29.155076+00:00
