orgnr,name,org_form,status,freshness_status,industry_code,industry_description,employee_count,ceo_name,board_chair,revenue,currency,latest_financial_year,last_verified_at
987605197,2018 EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:21.220100+00:00
811599492,2Ø SERVICE AS,AS,In Liquidation,CURRENT,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,NOK,,2026-09-14T10:08:25.224757+00:00
988395544,3K KONSULT AS,AS,Active / Operating,CURRENT,72.200,Forskning og eksperimentell utvikling innenfor samfunnsvitenskap og humanistiske fag,,,,,NOK,,2026-09-14T10:08:29.155076+00:00
919200871,10 MASKIN AS,AS,Active / Operating,CURRENT,77.210,Utleie og leasing av sports- og fritidsutstyr,,,Tor Inge Lillestøl,247722.0,NOK,2025,2026-09-14T10:08:15.070657+00:00
928949648,2020 BULKERS SANDEFJORD AS,AS,In Liquidation,CURRENT,50.201,Utenriks sjøfart med gods,,,,,NOK,,2026-09-14T10:08:21.220100+00:00
831512822,2AASEN AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,NOK,,2026-09-14T10:08:25.224757+00:00
930717274,3K6 SKOGINVEST AS,AS,In Liquidation,CURRENT,64.312,Alternative investeringsfond (aif) som ikke er verdipapirfond,,,,,NOK,,2026-09-14T10:08:29.155076+00:00
911709163,10 X HOLDING AS,AS,Active / Operating,CURRENT,46.420,Engroshandel med klær og skotøy,,Bendik Brusdal,Bendik Brusdal,,NOK,2025,2026-09-14T10:08:15.302313+00:00
986997903,3 - BYGG HOLDING AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,NOK,,2026-09-14T10:08:25.224757+00:00
828949632,2020 BULKERS SANTIAGO AS,AS,Active / Operating,CURRENT,50.201,Utenriks sjøfart med gods,,,,,NOK,,2026-09-14T10:08:21.220100+00:00
916053770,10%BERLIN AS,AS,Active / Operating,CURRENT,68.120,Utvikling og salg av byggeprosjekter,,,Ole Christian Skaadel,0.0,NOK,2025,2026-09-14T10:08:15.306832+00:00
929806182,3KB-TECH AS,AS,Active / Operating,CURRENT,71.129,Annen teknisk konsulentvirksomhet,,,,,NOK,,2026-09-14T10:08:29.155076+00:00
928949575,2020 BULKERS SAO PAULO AS,AS,Active / Operating,CURRENT,50.201,Utenriks sjøfart med gods,,,,,NOK,,2026-09-14T10:08:21.220100+00:00
990171025,3 - HUS FOLLO AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:25.225757+00:00
947246852,3 - BYGGMESTER AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,,,,NOK,,2026-09-14T10:08:25.225757+00:00
997849000,3KT DRIFT AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.155076+00:00
928949567,2020 BULKERS SANTOS AS,AS,Active / Operating,CURRENT,50.201,Utenriks sjøfart med gods,,,,,NOK,,2026-09-14T10:08:21.220100+00:00
932589664,3KH INVEST AS,AS,Active / Operating,CURRENT,64.323,Andre egeninvesteringsselskaper,,,,,NOK,,2026-09-14T10:08:29.155076+00:00
918345418,3KON AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,NOK,,2026-09-14T10:08:29.155076+00:00
928949605,2020 BULKERS SHENZHEN AS,AS,Active / Operating,CURRENT,50.201,Utenriks sjøfart med gods,,,,,NOK,,2026-09-14T10:08:21.221095+00:00
997947967,100 % PAULSEN AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,Ednar Paulsen,Ednar Paulsen,2355031.0,NOK,2025,2026-09-14T10:08:15.307852+00:00
936253849,3 AMIGOS AS,AS,Active / Operating,CURRENT,56.110,Drift av restauranter,,,,,NOK,,2026-09-14T10:08:25.225757+00:00
932917726,100 DAYS AS,AS,Active / Operating,CURRENT,85.597,Annen undervisning ellers,,,Anne Ingrid Carvalho Sørbotten Heyerdahl,13332.0,NOK,2025,2026-09-14T10:08:15.562207+00:00
928949583,2020 BULKERS SYDNEY AS,AS,Active / Operating,CURRENT,50.201,Utenriks sjøfart med gods,,,,,NOK,,2026-09-14T10:08:21.221095+00:00
934168429,3 B TVEITE AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:25.225757+00:00
991517081,3L EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.155076+00:00
930156418,2020 CONSULTING AS,AS,Active / Operating,CURRENT,82.200,Telefonvakttjenester og telefonsalg,,,,,NOK,,2026-09-14T10:08:22.040162+00:00
994084232,100 METER SKOGEN AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,Irina Jonsson,Irina Jonsson,3000.0,NOK,2025,2026-09-14T10:08:15.564355+00:00
932580438,3 BIRDS AS,AS,Active / Operating,CURRENT,79.902,Guide- og reiseledervirksomhet,,,,,NOK,,2026-09-14T10:08:25.225757+00:00
993230898,3L INVEST AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.156086+00:00
932612976,100 MILE AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,Timon Andre Linderud,,NOK,2025,2026-09-14T10:08:15.564355+00:00
934485947,2020 FINANS AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:22.041161+00:00
934649214,3 BRØDRE AS,AS,Active / Operating,CURRENT,56.110,Drift av restauranter,,,,,NOK,,2026-09-14T10:08:25.225757+00:00
990569983,3L-INVEST AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.156086+00:00
929273540,2020 HOLDING AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:22.041161+00:00
948132516,3 BYGG AS,AS,Active / Operating,CURRENT,43.320,Snekkerarbeid,,,,,NOK,,2026-09-14T10:08:25.225757+00:00
934626796,3LARS AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:29.156086+00:00
927548380,100.XYZ AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,Andre Lucas Carvalho,Andre Lucas Carvalho,0.0,NOK,2025,2026-09-14T10:08:15.567368+00:00
995188961,2020PARK 01 AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:22.041161+00:00
929777247,3LC.AI AS,AS,Active / Operating,CURRENT,62.100,Dataprogrammeringstjenester,,,,,NOK,,2026-09-14T10:08:29.156086+00:00
987582715,2020PARK AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:22.041161+00:00
976842197,3 BYGG MESTER EIENDOM AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,,,,NOK,,2026-09-14T10:08:25.225757+00:00
923029478,3LP INVEST AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:29.156086+00:00
930829064,100% HOLDING AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,Carl Johan Raugstad,Carl Johan Raugstad,0.0,NOK,2025,2026-09-14T10:08:15.564355+00:00
813390922,2021 EIENDOM AS,AS,Active / Operating,CURRENT,68.120,Utvikling og salg av byggeprosjekter,,,,,NOK,,2026-09-14T10:08:22.042161+00:00
988396680,3LP NORGE AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,,,,NOK,,2026-09-14T10:08:29.156086+00:00
924790822,100% LYD AS,AS,Active / Operating,CURRENT,90.390,Andre tjenester tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet,,Per Egil Nygård,Kenneth Gustavsen,678488.0,NOK,2025,2026-09-14T10:08:15.831895+00:00
929337557,2040 NORWAY AS,AS,Active / Operating,CURRENT,46.500,Engroshandel med informasjons- og kommunikasjonsteknologiutstyr,,,,,NOK,,2026-09-14T10:08:22.042161+00:00
988882461,3 CA HOLDING AS,AS,Active / Operating,CURRENT,43.221,Rørleggerarbeid,,,,,NOK,,2026-09-14T10:08:25.227267+00:00
924446021,3M AUTOSPORT AS,AS,Active / Operating,CURRENT,47.810,Detaljhandel med motorvogner,,,,,NOK,,2026-09-14T10:08:29.156086+00:00
934341988,2042 INVESTMENTS AS,AS,Active / Operating,CURRENT,64.323,Andre egeninvesteringsselskaper,,,,,NOK,,2026-09-14T10:08:22.042161+00:00
934179005,3 D FORM AS,AS,Active / Operating,CURRENT,32.990,Annen industriproduksjon ikke nevnt annet sted,,,,,NOK,,2026-09-14T10:08:25.227267+00:00
923579982,100% REGNSKAP AS,AS,Active / Operating,CURRENT,69.202,Regnskapsføring og bokføring,,Marit Alise Schjødt,Marit Alise Schjødt,1169388.0,NOK,2025,2026-09-14T10:08:15.831895+00:00
935198194,2048 RELAX AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,NOK,,2026-09-14T10:08:22.042161+00:00
931702610,3 DØTRE AS,AS,Active / Operating,CURRENT,73.110,Reklamebyråvirksomhet,,,,,NOK,,2026-09-14T10:08:25.227267+00:00
913592220,3M EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.157089+00:00
926156462,1000 BOLIG AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,Elvinas Urbonavicius,Elvinas Urbonavicius,116800.0,NOK,2025,2026-09-14T10:08:15.833403+00:00
937364377,2050 FURNITURE AS,AS,Active / Operating,CURRENT,31.000,Produksjon av møbler,,,,,NOK,,2026-09-14T10:08:22.042161+00:00
935922097,3M GROUP HOLDING AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:29.157089+00:00
931788043,1000 BYGG SERVICE AS,AS,Active / Operating,CURRENT,43.990,Annen spesialisert bygge- og anleggsvirksomhet ikke nevnt annet sted,,Diana Jakucinskiene,Diana Jakucinskiene,2715767.0,NOK,2025,2026-09-14T10:08:16.058485+00:00
928155242,2050 KAPITAL AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:22.042161+00:00
932224720,3 F MANAGEMENT AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:26.077388+00:00
998800684,3M HOLDING AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.157089+00:00
868260912,1000 MILE NORGE AS,AS,Active / Operating,CURRENT,47.631,Detaljhandel med sportsvarer,,Tollak Ingard Leidland,Tollak Ingard Leidland,53695.0,NOK,2025,2026-09-14T10:08:16.070055+00:00
925208213,1001 EVENTYR AS,AS,Active / Operating,CURRENT,74.110,"Industri-, produkt- og motedesignvirksomhet",,Tord Ludvigsen,Tord Ludvigsen,130125.0,NOK,2025,2026-09-14T10:08:16.076588+00:00
928787370,20SEVEN HOLDING AS,AS,Active / Operating,CURRENT,68.320,Eiendomsforvaltning på oppdrag,,,,,NOK,,2026-09-14T10:08:22.042161+00:00
923783091,3 G BYGG AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,,,,NOK,,2026-09-14T10:08:26.077388+00:00
930387487,1000VIKA SERVICE AS,AS,Active / Operating,CURRENT,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,,Tor Mainer Bergersen,Tor Mainer Bergersen,0.0,NOK,2025,2026-09-14T10:08:16.076588+00:00
928051676,3M SOLUTIONS AS,AS,Active / Operating,CURRENT,62.100,Dataprogrammeringstjenester,,,,,NOK,,2026-09-14T10:08:29.157892+00:00
930578592,3 HOLDING AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:26.077388+00:00
919043903,21 GRAMS AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,NOK,,2026-09-14T10:08:22.042161+00:00
930808458,3 HOLDING II AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:26.077388+00:00
922184518,3M3A GLOBAL AS,AS,Active / Operating,CURRENT,73.200,Markeds- og opinionsundersøkelser,,,,,NOK,,2026-09-14T10:08:29.157892+00:00
925531413,20TWENTY AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,NOK,,2026-09-14T10:08:22.042161+00:00
923082891,21-5 NORGE AS,AS,Active / Operating,CURRENT,68.120,Utvikling og salg av byggeprosjekter,,,,,NOK,,2026-09-14T10:08:22.042161+00:00
936202098,3 INFRA AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,NOK,,2026-09-14T10:08:26.078386+00:00
923800646,3MA HOLDING AS,AS,Active / Operating,CURRENT,86.993,Andre helsetjenester ellers,,,,,NOK,,2026-09-14T10:08:29.158401+00:00
934663365,1009 INVEST AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,Subhash Chandra Soni,Subhash Chandra Soni,,NOK,,2026-09-14T10:08:16.302017+00:00
922255245,2104EVENTSBY JOSE AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:22.043668+00:00
933860523,3 J EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:26.078386+00:00
933648737,3MAST HOLDING AS,AS,Active / Operating,CURRENT,69.201,Revisjon,,,,,NOK,,2026-09-14T10:08:29.158401+00:00
936978843,100BIRDIES AS,AS,Active / Operating,CURRENT,93.190,Sportsaktiviteter ikke nevnt annet sted,,Henric Sigvard Bjelke,Henric Sigvard Bjelke,,NOK,,2026-09-14T10:08:16.356451+00:00
926808761,2165 HOLDING AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,,,,NOK,,2026-09-14T10:08:22.043668+00:00
919734337,3 LAB AS,AS,Active / Operating,CURRENT,31.000,Produksjon av møbler,,,,,NOK,,2026-09-14T10:08:26.078386+00:00
821955092,3MQ NORGE AS,AS,Active / Operating,CURRENT,53.200,Andre post- og budtjenester,,,,,NOK,,2026-09-14T10:08:29.158401+00:00
916252773,3MT ENGINEERING AS,AS,Active / Operating,CURRENT,71.129,Annen teknisk konsulentvirksomhet,,,,,NOK,,2026-09-14T10:08:29.158401+00:00
927535866,100METERSKOGEN BOLIG AS,AS,Active / Operating,CURRENT,68.120,Utvikling og salg av byggeprosjekter,,Gunnar Dysjaland,Merete Eik,,NOK,2025,2026-09-14T10:08:16.357448+00:00
920713378,21ST COMPANY AS,AS,Active / Operating,CURRENT,74.110,"Industri-, produkt- og motedesignvirksomhet",,,,,NOK,,2026-09-14T10:08:22.043668+00:00
933875938,3 LIONS CONSULT AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,,,,NOK,,2026-09-14T10:08:26.078386+00:00
995856182,3MT COMMUNICATIONS AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,NOK,,2026-09-14T10:08:29.158401+00:00
919958456,101 INVEST AS,AS,Active / Operating,CURRENT,85.531,Undervisning ved godkjente trafikkskoler,,,Cristin Stene,,NOK,2025,2026-09-14T10:08:16.358453+00:00
925005630,21ST VENTURE AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:22.043668+00:00
987633980,3 M INVEST AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,,,,NOK,,2026-09-14T10:08:26.078386+00:00
923810390,101 TECH AS,AS,Active / Operating,CURRENT,62.100,Dataprogrammeringstjenester,,,Carl Marcus Dahlmo,45450.0,NOK,2025,2026-09-14T10:08:16.534431+00:00
937263686,22 GROUP AS,AS,Active / Operating,CURRENT,96.210,Frisering og barbering,,,,,NOK,,2026-09-14T10:08:22.044296+00:00
922330468,3 MILLIMETER AS,AS,Active / Operating,CURRENT,90.201,Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk,,,,,NOK,,2026-09-14T10:08:26.079386+00:00
926155512,3MTV AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:29.158401+00:00
919388730,1018 DESIGN AS,AS,Active / Operating,CURRENT,71.110,Arkitektvirksomhet,,Evelina Danylaite,Evelina Danylaite,689248.0,NOK,2025,2026-09-14T10:08:16.594033+00:00
996682064,3 N EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:26.079386+00:00
925922900,22 INVEST AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:22.044845+00:00
915629504,3MW INTEGRITY AS,AS,Active / Operating,CURRENT,71.200,Teknisk prøving og analyse,,,,,NOK,,2026-09-14T10:08:29.821040+00:00
925559830,3ND EIENDOM AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,,,,NOK,,2026-09-14T10:08:29.822041+00:00
937603592,22/65 EIENDOM AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:22.045586+00:00
927492555,3 N EQUITY AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:26.079386+00:00
921142862,3N INVEST AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.821040+00:00
922859744,1028 HYTTEDRIFT AS,AS,Active / Operating,CURRENT,36.000,"Uttak fra kilde, rensing og distribusjon av vann",,Knut Brusletto,Knut Brusletto,741744.0,NOK,2024,2026-09-14T10:08:16.598056+00:00
814968952,221 CONSULTING AS,AS,Active / Operating,CURRENT,46.900,Uspesifisert engroshandel,,,,,NOK,,2026-09-14T10:08:22.046141+00:00
938271429,2211 INVEST AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:22.046141+00:00
933380211,1045 INVEST AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,Aleksander Eliassen,Marius Eliassen,0.0,NOK,2025,2026-09-14T10:08:16.603933+00:00
923039643,1071 CONCERN AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,Kristian Syversen,Kristian Syversen,0.0,NOK,2025,2026-09-14T10:08:16.771457+00:00
931883836,222 HOLDING AS,AS,Active / Operating,CURRENT,86.992,Forebyggende helsearbeid,,,,,NOK,,2026-09-14T10:08:22.046701+00:00
993995614,3 NORSKE AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:26.080389+00:00
925037664,3NEVA AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.822041+00:00
923152830,1071 CONSULT AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,Kristian Syversen,Kristian Syversen,0.0,NOK,2025,2026-09-14T10:08:16.833583+00:00
922926336,2226 EIENDOM AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:22.046701+00:00
912686310,3 NORSKE DESIGN GROUP AS,AS,Active / Operating,CURRENT,74.110,"Industri-, produkt- og motedesignvirksomhet",,,,,NOK,,2026-09-14T10:08:26.080389+00:00
896991752,3NOR EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.822041+00:00
996638707,1080 MAP AS,AS,Active / Operating,CURRENT,85.510,Undervisning innenfor idrett og rekreasjon,,Ola Eriksrud,Ola Eriksrud,175252.0,NOK,2025,2026-09-14T10:08:16.830522+00:00
928655075,223 AGENCY AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,NOK,,2026-09-14T10:08:22.046701+00:00
991545980,3 NORSKE HANDEL OG INDUSTRI AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:26.080389+00:00
919981962,3NOR INVEST AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:29.823044+00:00
933480275,2286MOH AS,AS,Active / Operating,CURRENT,71.123,Utarbeidelse av kart og oppmåling,,,,,NOK,,2026-09-14T10:08:22.047259+00:00
919509740,10BLANK AS,AS,Active / Operating,CURRENT,71.110,Arkitektvirksomhet,,Knut Arve Kittilsen,Knut Arve Kittilsen,1001745.0,NOK,2025,2026-09-14T10:08:16.836595+00:00
913159454,3 P HOLDING AS,AS,Active / Operating,CURRENT,64.323,Andre egeninvesteringsselskaper,,,,,NOK,,2026-09-14T10:08:26.080389+00:00
818786662,3NULL AS,AS,Active / Operating,CURRENT,62.100,Dataprogrammeringstjenester,,,,,NOK,,2026-09-14T10:08:29.823044+00:00
990012237,10COM AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,Sven Arnestad,Sven Arnestad,820987.0,NOK,2025,2026-09-14T10:08:16.845276+00:00
924673273,22B MESTRING AS,AS,Active / Operating,CURRENT,56.110,Drift av restauranter,,,,,NOK,,2026-09-14T10:08:22.047259+00:00
927540290,3 P INVEST AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:26.080389+00:00
819767122,10FOLD AS,AS,Active / Operating,CURRENT,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,Rolf Audun Berg,Rolf Audun Berg,64900.0,NOK,2025,2026-09-14T10:08:17.008734+00:00
935582423,22ND CENTURY BY DESIGN EUROPE AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:22.047814+00:00
937549563,10LILLEBERG AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,Randi Kristin Lilleberg,Randi Kristin Lilleberg,,NOK,,2026-09-14T10:08:17.071589+00:00
933869172,22SAND INVEST AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:22.047814+00:00
825244042,3P - ENTREPRENØR AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,,,,NOK,,2026-09-14T10:08:29.823044+00:00
976485556,"3 PRO, PROFESJONELL PROTOTYP OG PODUKTUTVIKLING AS",AS,Active / Operating,CURRENT,71.129,Annen teknisk konsulentvirksomhet,,,,,NOK,,2026-09-14T10:08:26.081388+00:00
917359725,3P BIOTECH HOLDING AS,AS,Active / Operating,CURRENT,46.640,Engroshandel med maskiner og utstyr ellers,,,,,NOK,,2026-09-14T10:08:29.823555+00:00
936507433,10M FORMIDLING AS,AS,Active / Operating,CURRENT,85.597,Annen undervisning ellers,,Tone Waagbø Hille,Tone Waagbø Hille,3750.0,NOK,2025,2026-09-14T10:08:17.073586+00:00
923944036,231 PRODUCTIONS AS,AS,Active / Operating,CURRENT,90.202,Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor scenekunst,,,,,NOK,,2026-09-14T10:08:22.047814+00:00
990885656,3 Q NORGE AS,AS,Active / Operating,CURRENT,71.129,Annen teknisk konsulentvirksomhet,,,,,NOK,,2026-09-14T10:08:26.081388+00:00
992709014,3P BIOTECH NORWAY AS,AS,Active / Operating,CURRENT,46.640,Engroshandel med maskiner og utstyr ellers,,,,,NOK,,2026-09-14T10:08:29.823555+00:00
833431862,10M LIGHT SOLUTIONS AS,AS,Active / Operating,CURRENT,74.110,"Industri-, produkt- og motedesignvirksomhet",,Erlend Refsdal Thiem,Erlend Refsdal Thiem,305007.0,NOK,2025,2026-09-14T10:08:17.074093+00:00
935104785,2315 HAMAR AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:22.048345+00:00
928173569,3 SKAUG EIENDOM AS,AS,Active / Operating,CURRENT,68.200,Utleie av egen eller leid fast eiendom,,,,,NOK,,2026-09-14T10:08:26.081388+00:00
978618855,3P DISTRIBUSJON AS,AS,Active / Operating,CURRENT,46.500,Engroshandel med informasjons- og kommunikasjonsteknologiutstyr,,,,,NOK,,2026-09-14T10:08:29.823555+00:00
931352970,10MHOLDING AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,Tone Waagbø Hille,0.0,NOK,2025,2026-09-14T10:08:17.082110+00:00
934267923,231M CAPITAL AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:22.048345+00:00
924894997,3P GRUPPEN AS,AS,Active / Operating,CURRENT,41.000,Oppføring av bygninger,,,,,NOK,,2026-09-14T10:08:29.823555+00:00
919169494,10MILESNORTH AS,AS,Active / Operating,CURRENT,55.200,Drift av vandrerhjem og ferieleiligheter,,Christopher Heinrich Wilhelm Scheibe,Irmela Ingeborg Copray,3435637.0,NOK,2025,2026-09-14T10:08:17.249495+00:00
917538638,2322 RIL AS,AS,Active / Operating,CURRENT,47.110,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,NOK,,2026-09-14T10:08:22.048345+00:00
826351632,3 SVERD VENTURE AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:26.082387+00:00
924940948,3P HOLDING AS,AS,Active / Operating,CURRENT,52.100,Lagring,,,,,NOK,,2026-09-14T10:08:29.823555+00:00
818874502,10NA'S FRISØR AS,AS,Active / Operating,CURRENT,96.210,Frisering og barbering,,,Tina Kalsås Størkson,1107542.0,NOK,2025,2026-09-14T10:08:17.308711+00:00
836603842,10NNN AS,AS,Active / Operating,CURRENT,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,Nils Erik Ihlen,Thomas Kiil,,NOK,2025,2026-09-14T10:08:17.310710+00:00
938399417,234 STUDIO AS,AS,Active / Operating,CURRENT,62.100,Dataprogrammeringstjenester,,,,,NOK,,2026-09-14T10:08:22.048867+00:00
988750174,3 T BYGG HOLDING AS,AS,Active / Operating,CURRENT,68.110,Kjøp og salg av egen fast eiendom,,,,,NOK,,2026-09-14T10:08:26.082387+00:00
981580435,3 T PIRBADET AS,AS,Active / Operating,CURRENT,93.130,Treningssentervirksomhet,,,,,NOK,,2026-09-14T10:08:26.082387+00:00
924940778,3P TRANSPORT AS,AS,Active / Operating,CURRENT,53.200,Andre post- og budtjenester,,,,,NOK,,2026-09-14T10:08:29.824565+00:00
934153936,2380 INVEST AS,AS,Active / Operating,CURRENT,00.000,Uoppgitt,,,,,NOK,,2026-09-14T10:08:22.048867+00:00
932448181,3PERF AS,AS,Active / Operating,CURRENT,59.110,"Produksjon av film, video og fjernsynsprogrammer",,,,,NOK,,2026-09-14T10:08:29.824565+00:00
